id,company_name,industry,industry
625,極創電子股份有限公司,民間產業/半導體,1
626,台灣晶技股份有限公司,民間產業/電子,10
627,迎棧科技股份有限公司,民間產業/資訊,5
628,鼎元光電科技股份有限公司,民間產業/光電,4
629,網際智慧股份有限公司,民間產業/資訊,5
630,神準科技股份有限公司,民間產業/通訊,16
631,啟碁科技股份有限公司,民間產業/通訊,19
632,華碩電腦股份有限公司,民間產業/資訊,13
634,光陽工業股份有限公司,民間產業/機械,16
635,華通電腦股份有限公司,民間產業/電子,4
636,優貝克科技股份有限公司,民間產業/半導體,3
637,家登精密工業股份有限公司,民間產業/半導體,2
638,聯合報股份有限公司,民間產業/數位內容,6
639,尼克森微電子股份有限公司,民間產業/半導體,6
641,台灣嘉碩科技股份有限公司,民間產業/電子,3
642,行政院農業委員會高雄區農業改良場,政府機關,1
643,瀚宇彩晶股份有限公司,民間產業/光電,12
644,富邦產物保險股份有限公司,民間產業/服務業,3
645,紘泰科技股份有限公司,民間產業/半導體,2
646,銀泰科技股份有限公司,民間產業/機械,5
647,美盛醫電股份有限公司,民間產業/電子,2
649,彥豪金屬工業股份有限公司,民間產業/金屬,4
650,美超微電腦股份有限公司,民間產業/電子,12
651,鑫禾科技股份有限公司,民間產業/電子,5
652,中國人壽保險股份有限公司,民間產業/服務業,4
653,奇偶科技股份有限公司,民間產業/資訊,6
655,錩泰工業股份有限公司,民間產業/機械,5
656,創威光電股份有限公司,民間產業/光電,4
658,衛生福利部食品藥物管理署,政府機關,37
660,三陽工業股份有限公司,民間產業/機械,12
661,捷創科技股份有限公司,民間產業/半導體,3
662,東元電機股份有限公司,民間產業/電機,21
663,中美萬泰科技股份有限公司,民間產業/資訊,3
664,友輝光電股份有限公司,民間產業/光電,7
665,寶一科技股份有限公司,民間產業/其他/航太工業,2
666,名佳利金屬工業股份有限公司,民間產業/金屬,4
667,財團法人國家實驗研究院,財團法人研究機構,13
668,奇祁科技有限公司,民間產業/民生化工生技,3
669,香港商雅虎資訊股份有限公司台灣分公司,民間產業/資訊,20
670,宜眾資訊股份有限公司,民間產業/資訊,3
671,阿達特科技股份有限公司,民間產業/電子,1
672,上銀光電股份有限公司,民間產業/光電,5
673,蔚華科技股份有限公司,民間產業/半導體,4
674,創意引晴股份有限公司,民間產業/資訊,2
675,未來市股份有限公司,民間產業/數位內容,2
676,義隆電子股份有限公司,民間產業/半導體,25
677,連穎科技股份有限公司,民間產業/資訊,2
678,南京資訊股份有限公司,民間產業/資訊,4
679,鼎億自動化股份有限公司,民間產業/機械,1
681,財團法人國家衛生研究院,財團法人研究機構,1
682,兆赫電子股份有限公司,民間產業/電子,12
683,泰豐輪胎股份有限公司,民間產業/民生化工生技,7
684,晶焱科技股份有限公司,民間產業/半導體,5
685,慶鴻機電工業股份有限公司,民間產業/機械,2
686,財團法人二十一世紀基金會,財團法人研究機構,1
687,英丰寶資訊股份有限公司,民間產業/資訊,3
689,台灣聚合化學品股份有限公司,民間產業/民生化工生技,10
690,大連化學工業股份有限公司,民間產業/民生化工生技,9
691,聯勝光電股份有限公司,民間產業/光電,7
692,正月科技股份有限公司,民間產業/資訊,2
693,國立虎尾科技大學,大學校院,2
694,漢鐘精機股份有限公司,民間產業/機械,3
695,廣明光電股份有限公司,民間產業/光電,8
697,國家中山科學研究院,行政法人,65
698,旅和旅行社股份有限公司,民間產業/資訊,2
699,國泰金融控股股份有限公司,民間產業/服務業,4
700,華普飛機引擎科技股份有限公司,民間產業/其他/航太工業,4
701,台灣彩光科技股份有限公司,民間產業/光電,3
702,崴強科技股份有限公司,民間產業/光電,8
704,中國醫藥大學_附設醫院,財團法人研究機構,24
705,新誼整合科技股份有限公司,民間產業/資訊,5
706,程曦資訊整合股份有限公司,民間產業/資訊,4
707,中原大學,大學校院,2
708,辛耘企業股份有限公司,民間產業/半導體,3
710,蒙恬科技股份有限公司,民間產業/資訊,5
711,中央研究院,公立研究機關（構）,105
712,捷智科技股份有限公司,民間產業/機械,2
713,永擎電子股份有限公司,民間產業/資訊,22
714,華擎科技股份有限公司,民間產業/資訊,10
715,均豪精密工業股份有限公司,民間產業/機械,20
716,行政院農業委員會水產試驗所,政府機關,1
717,長春人造樹脂廠股份有限公司,民間產業/民生化工生技,28
718,意藍資訊股份有限公司,民間產業/資訊,2
719,南山人壽保險股份有限公司,民間產業/服務業,16
720,得裕盛業股份有限公司,民間產業/其他/其他製造業,2
721,揚弘實業股份有限公司,民間產業/機械,7
722,阜爾停車事業股份有限公司,民間產業/其他/其他製造業,3
723,長春石油化學股份有限公司,民間產業/民生化工生技,14
724,曜凌光電股份有限公司,民間產業/光電,3
725,自然興電通科技股份有限公司,民間產業/電子,1
726,經遠科技股份有限公司,民間產業/數位內容,1
727,展達通訊股份有限公司,民間產業/通訊,5
728,達明機器人股份有限公司,民間產業/機械,1
730,國立臺灣大學,大學校院,10
732,所羅門股份有限公司,民間產業/電機,3
733,心悅生醫股份有限公司,民間產業/民生化工生技,2
734,富邦綜合證券股份有限公司,民間產業/服務業,3
735,彩豐精技股份有限公司,民間產業/其他/其他製造業,3
738,國立暨南國際大學,大學校院,1
739,立積電子股份有限公司,民間產業/半導體,4
740,富邦證券投資信託股份有限公司,民間產業/服務業,1
741,英屬開曼群島商迪芬尼環球股份有限公司台灣分公司,民間產業/其他/其他製造業,7
743,富邦證券投資顧問股份有限公司,民間產業/服務業,1
744,富邦期貨股份有限公司,民間產業/服務業,1
745,力成科技股份有限公司,民間產業/半導體,15
746,旭隼科技股份有限公司,民間產業/電機,3
747,健策精密工業股份有限公司,民間產業/電子,3
748,台欣生物科技研發股份有限公司,民間產業/民生化工生技,5
749,高聖精密機電股份有限公司,民間產業/機械,3
750,北極星測繪科技有限公司,民間產業/資訊,2
751,精藤股份有限公司,民間產業/資訊,3
752,翔榛興業股份有限公司,民間產業/機械,3
753,台耀科技股份有限公司,民間產業/金屬,10
754,峰安車業股份有限公司,民間產業/機械,2
755,玉山商業銀行股份有限公司,民間產業/服務業,18
756,鈶威科技股份有限公司,民間產業/半導體,2
757,叡揚資訊股份有限公司,民間產業/資訊,10
758,群光電能科技股份有限公司,民間產業/電機,12
759,橋椿金屬股份有限公司,民間產業/金屬,11
760,久允工業股份有限公司,民間產業/金屬,1
761,意鑫合金工業股份有限公司,民間產業/金屬,5
762,華碩雲端股份有限公司,民間產業/資訊,3
763,光環科技股份有限公司,民間產業/光電,3
764,美商英特爾亞太科技有限公司台灣分公司,民間產業/電子,25
765,先進光電科技股份有限公司,民間產業/光電,3
766,行家光電股份有限公司,民間產業/光電,4
767,柏林股份有限公司,民間產業/民生化工生技,2
769,馬來西亞商綠馳通訊科技股份有限公司台灣分公司,民間產業/通訊,2
770,環域聯合顧問股份有限公司,民間產業/服務業,2
772,永豐商業銀行股份有限公司,民間產業/服務業,11
773,全境整合行銷股份有限公司,民間產業/數位內容,1
774,智影顧問股份有限公司,民間產業/資訊,2
775,協禧電機股份有限公司,民間產業/電機,2
776,國立臺灣師範大學,大學校院,2
777,香港商安森美科技有限公司台灣分公司,民間產業/半導體,3
778,大量科技股份有限公司,民間產業/機械,2
779,興誠科技股份有限公司,民間產業/資訊,3
780,瑞智精密股份有限公司,民間產業/電機,7
782,心動生技股份有限公司,民間產業/電子,2
783,閎康科技股份有限公司,民間產業/服務業,5
785,定揚科技股份有限公司,民間產業/光電,3
788,聯詠科技股份有限公司,民間產業/半導體,40
789,伊雲谷數位科技股份有限公司,民間產業/資訊,3
790,寶健科技股份有限公司,民間產業/民生化工生技,2
792,利德開發股份有限公司,民間產業/電子,1
793,特亞有限公司,民間產業/資訊,2
794,牧德科技股份有限公司,民間產業/機械,12
795,神達電腦股份有限公司,民間產業/資訊,11
797,新普科技股份有限公司,民間產業/其他/其他製造業,5
798,台技工業設備股份有限公司,民間產業/機械,3
801,徠通科技股份有限公司,民間產業/機械,3
802,百威研發股份有限公司,民間產業/民生化工生技,1
803,嘉普科技股份有限公司,民間產業/電機,3
804,中國端子電業股份有限公司,民間產業/電機,2
805,美爾敦股份有限公司,民間產業/其他/其他製造業,2
806,嵩前科技有限公司,民間產業/半導體,3
807,奧尼克娛樂股份有限公司,民間產業/資訊,2
808,常廣股份有限公司,民間產業/其他/其他製造業,5
809,中軸科技服務股份有限公司,民間產業/機械,1
810,英屬蓋曼群島商家庭傳媒股份有限公司城邦分公司,民間產業/資訊,2
811,盈予股份有限公司,民間產業/資訊,1
812,李長榮化學工業股份有限公司,民間產業/民生化工生技,6
813,信驊科技股份有限公司,民間產業/半導體,5
815,聯發光電股份有限公司,民間產業/資訊,6
816,樺緯物聯股份有限公司,民間產業/電子,3
818,光榮工業股份有限公司,民間產業/金屬,2
819,鼎聖機械有限公司,民間產業/機械,1
820,高準精密工業股份有限公司,民間產業/光電,5
821,善元科技股份有限公司,民間產業/電子,3
822,大詠城機械股份有限公司,民間產業/機械,2
823,同致電子企業股份有限公司,民間產業/電子,6
824,合盈光電科技股份有限公司,民間產業/光電,5
826,亞拓電器股份有限公司,民間產業/電子,5
827,偉斯股份有限公司,民間產業/電子,3
828,至達科技股份有限公司,民間產業/半導體,2
830,國立臺北科技大學,大學校院,8
831,日揚科技股份有限公司,民間產業/電子,2
832,欣偉科技股份有限公司,民間產業/其他/其他製造業,1
833,木天寮互動設計有限公司,民間產業/數位內容,1
